1704085200000,2000.0,2001.0492038256905,1999.5264356524285,2000.353463722312,258.9429924457855
1704085260000,2000.3651526954363,2001.0513346824077,1999.984631099228,2000.3205636370894,252.7669957105649
1704085320000,2000.6026605692412,2001.514081700823,1999.5773186792758,2001.4739268789567,308.0282021534849
1704085380000,2001.667008611301,2002.524047904474,2000.3415139991314,2002.1677322765781,235.0417265524093
1704085440000,2002.4295753119422,2003.9689368223833,2001.4078340249798,2001.8577762466455,415.037158851628
1704085500000,2001.9058777963296,2002.6926770470534,2001.2764489391523,2001.6649602728294,420.6672868600894
1704085560000,2001.7862473066596,2003.1009496176725,1999.9943482437225,2000.8129355707542,112.16694026225929
1704085620000,2000.5451853192437,2000.8825351198273,1999.4045573633257,2000.381189229498,179.24632048301433
1704085680000,1999.9951500683032,2000.1526358437018,1999.4017924964996,2000.0153821215756,64.03874200079039
1704085740000,1999.63208916099,2000.085906216644,1998.457691945464,1999.3374906875981,261.95044918461747
1704085800000,1999.6834280206956,2000.7599620091512,1998.495645057346,1999.1999885313999,442.0289332425786
1704085860000,1998.7846529699323,2000.1334050503121,1997.2608464840687,1999.7014135872507,88.94947741056194
1704085920000,1999.8202928313308,2001.4517810689392,1998.3359825039279,2000.453703427138,157.3895811111502
1704085980000,2000.7975469645164,2002.3884003704618,1999.4682966671107,1999.9573182846866,297.33548244667355
1704086040000,2000.3186674262981,2002.2875602236866,1999.0514129630906,1999.3190261912055,387.9267745682167
1704086100000,1999.4859037038502,2000.916665987575,1998.0236872386095,1998.6037616703873,483.13569804549087
1704086160000,1998.8198104477174,1999.3805005748543,1997.8621335336843,1998.4511465276157,79.70443744823454
1704086220000,1998.7514596052004,2000.0279078451747,1997.5410460734245,1998.4607521914902,340.91842159390603
1704086280000,1998.4665675998644,1999.5750008341356,1996.9559991869705,1999.241212175512,63.75079837373927
1704086340000,1999.3161997026061,1999.6964247471406,1998.2757000363483,1999.1896690650276,437.39669500878284
1704086400000,1999.2994582288695,2000.075039055481,1998.0427919293156,1998.8075737113124,180.4931821322437
1704086460000,1998.9380364957228,2000.3658203049865,1997.9676196755017,1999.4084475519335,405.82423471200434
1704086520000,1999.8746691590893,2000.5425583492574,1998.8222538613588,2000.1073426710484,221.6475610835086
1704086580000,1999.6841170170167,1999.8153978368523,1999.5383997605684,1999.5859047265085,298.76673011461844
1704086640000,1999.6410973592888,2000.1026858530668,1998.7359113122152,1999.239510506826,442.9647317909766
1704086700000,1998.8507694219568,2000.0803320778623,1997.9083659889739,1998.4425344603355,113.55946410514869
1704086760000,1998.8989224988984,2000.619659332646,1997.287143275763,1998.030902804605,317.2048087960662
1704086820000,1997.7095411156038,1999.064314413689,1996.5628773988801,1997.072073706723,394.83173304868416
1704086880000,1997.02305008779,1998.107166547076,1995.240448663386,1997.9675258157786,249.33174456441327
1704086940000,1997.6720490821015,1998.9899809177762,1996.929872739275,1996.9433634157294,201.09581504502395
1704087000000,1997.23093698162,1998.4516297216821,1995.4656170403644,1996.3911063519624,268.727793783018
1704087060000,1996.2053551671197,1996.7486944468073,1995.5167029066163,1996.3080903203909,232.2099555038925
1704087120000,1996.5936018482475,1997.2887607319137,1995.6927998546353,1995.9040140842112,444.20332197667267
