1704085200000,2000.0,2000.9283449689126,1998.9163197769985,2000.3295483032134,495.95197116910526
1704085260000,2000.4142919816384,2001.79009323802,1998.9989485958931,1999.420448304857,65.22657703593052
1704085320000,1999.4618781172458,2001.0460285601412,1998.58213414839,2000.3277741848226,153.73786215929655
1704085380000,2000.4800395644736,2001.2323024785396,1999.6706331740615,2000.8481813043118,185.86386239712564
1704085440000,2000.9756828269674,2002.0369734024664,2000.2254824608606,2001.4431631291156,273.0940936826878
1704085500000,2001.6072144215802,2002.542079478971,2000.8711280116304,2001.6154761747314,418.6253884931107
1704085560000,2001.7772505049688,2002.6153847668747,2000.7925438303405,2002.257644435608,163.63652378550987
1704085620000,2002.2981871065538,2003.727011487092,2001.087328381436,2002.7863470709808,491.15971586266505
1704085680000,2002.8843565614059,2003.7904551094118,2002.0838378024694,2003.1085530194166,336.0054363120516
1704085740000,2003.305807866206,2004.7386216040347,2002.4246112708427,2002.7057008692118,381.1202093291471
1704085800000,2002.854593597865,2003.651446627529,2002.0007440778581,2003.1237894055757,431.3539865656248
1704085860000,2003.2202230297335,2003.8625176566932,2002.2913873696273,2003.050607423718,405.94865530028636
1704085920000,2003.1761038293007,2003.728289501091,2002.2535378687617,2003.287166095038,84.46823571324816
1704085980000,2003.3818516772258,2003.896406490004,2002.6655795070478,2003.8177108871253,62.06454645821792
1704086040000,2003.8463288264973,2005.3739574994872,2002.44308208471,2004.5639391657492,84.4747977606716
1704086100000,2004.5861693711,2005.35190834449,2003.9744295405092,2004.9413078942212,316.13623575964414
1704086160000,2005.063022687596,2006.0574303966316,2004.1148793860925,2005.0645865042395,127.23412460229981
1704086220000,2005.1063526684488,2006.436802627076,2003.711952908501,2004.364408603794,383.0242796337037
1704086280000,2004.4298440051803,2005.6659344536736,2003.141964815596,2003.7557684922497,173.42901180456028
1704086340000,2003.920416779021,2005.113823033048,2003.3141705158919,2003.4055819162097,288.01495590423565
1704086400000,2003.591890145369,2005.0203448226807,2002.962817595381,2003.1102057193814,121.60902434848389
